stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
4954,0470,Сахарова (0470),"вул. Сахарова Андрія академіка (вул. Богуна, 12)",49.831550,24.016486
4955,0526,Горбачевського (0526),вул. Княгині Ольги (перехресті з вул. А.Сахарова),49.826128,24.009306
4956,0515,Шумського (0515),вул. Княгині Ольги 32,49.823093,24.006742
4957,0525,Аркаса (0525),"вул. Княгині Ольги, 100-Л",49.817358,24.003038
4958,0521,"Бойчука, Кіноцентр (0521)",вул. Княгині Ольги 104,49.812249,23.999929
4959,0316,Епіцентр (0316),"вул. Городоцька, 302",49.824204,23.910241
4968,0205,Богданівська (0205),вул. Глинянський Тракт 74,49.840193,24.085990
4970,0208,Глинянський Тракт (0208),вул. Глинянський Тракт 161,49.842016,24.100941
4971,0209,Провесінь (0209),вул. Глинянський Тракт 165,49.842314,24.103631
4972,0211,Глинянський Тракт (0211),вул. Глинянський Тракт (навпроти № 161),49.841932,24.100957
4974,0010,пл. Галицька (0010),площа Галицька 14,49.839261,24.032807
4975,0271,Майорівка (0271),"вул. Пасічна, 70",49.826370,24.073631
4976,0224,Дністерська (0224),вул. Зелена 131,49.817628,24.060000
4977,0223,Липова Алея (0223),вул. Зелена 113,49.822388,24.054396
4978,0222,Керченська (0222),вул. Зелена 107,49.823896,24.051647
4979,0221,Водогінна (0221),вул. Зелена 87,49.827017,24.044872
4980,0220,Львівводоканал (0220),вул. Зелена 77,49.829834,24.044466
4981,0218,Руставелі Шота (0218),вул. Зелена 9,49.834208,24.036008
4982,0036,Саксаганського (0036),"вул. Франка Івана (вул. П. Саксаганського, 13)",49.834104,24.034224
4983,0031,пл. Франка (0031),"вул. Франка Івана, 66",49.830573,24.032114
4984,0020,Парк культури (0020),вул. Вітовського Дмитра (навпроти № 41),49.830242,24.023838
4985,0066,Карпінського (0066),вул. Бандери Степана 26,49.834765,24.008855
4988,0266,Кордуби (0266),"вул. Кордуби Мирона, 2",49.850893,24.044572
4989,0560,Скорини (0560),"вул. Стрийська, 202",49.797718,24.016805
4990,0126,Залізнична РА (0126),"вул. Виговського Івана, 29",49.823269,23.967555
4991,0554,Окружна (0554),вул. Окружна 56,49.826623,23.983524
4992,0275,Промислова (0275),"вул. Опришківська (вул. Б.Хмельницького, 102)",49.853321,24.041267
4993,0265,Кордуби (0265),вул. Кордуби Мирона,49.850851,24.044692
4995,0667,Тичини (0667),вул. Тичини Павла 17,49.868747,24.034055
4996,0573,Міртова (0573),вул. Лінкольна Авраама (навпроти № 4А),49.864477,24.028044
4997,0059,Підвальна (0059),вул. Підвальна 13,49.842759,24.034941
4999,0354,Антонича Богдана-Ігора (0354-01),вул. Антонича Богдана-Ігора 12,49.785195,24.069607
5000,0032,Стрийський ринок (0032),"вул. Франка Івана, 81",49.829215,24.032241
5001,0705,Чорновола (0705),пр. Чорновола В'ячеслава (перед перехрестям з вул. Ваговою),49.845410,24.025113
5002,0646,Торфяна (0646),вул. Замарстинівська 122,49.861364,24.026759
5003,0647,Торфяна (0647),вул. Замарстинівська 132,49.862178,24.026669
5004,0571,Міртова (0571),вул. Лінкольна Авраама 4А,49.864332,24.027904
5005,0666,Тичини (0666),вул. Тичини Павла 14,49.868875,24.034111
5006,0663,Хвильового (0663),"вул. Хвильового Миколи (вул. Миколайчука, 65)",49.870112,24.042563
5007,0283,Лисинецька (0283),вул. Пасічна 90,49.818005,24.076560
5008,0216,Вашингтона (0216),"вул. Вашингтона Джорджа (навпроти вул. Зелена, 147)",49.815984,24.062746
5009,0356,Лікарня №8 (0356),вул. Навроцького Володимира 21,49.811376,24.050741
5011,,Станція Скнилів (0085-01),вул. Авіаційна 2,49.822071,23.936310
5012,0086,Авіаційна (0086),вул. Авіаційна,49.824799,23.939402
5013,0355,Лікарня №8 (0355),вул. Навроцького Володимира 4,49.811232,24.050530
5014,0364,ТЦ Метро-2 (0364),вул. Вашингтона Джорджа 8,49.814447,24.075320
5016,1118,"Рудне, Володимира Великого (1118)","вул. Володимира Великого, 8",49.835737,23.876097
5018,1107,Рудне. Лесі Українки (1107),вул. Лесі Українки,49.839690,23.886978
5019,0104,Вільхова (0104),вул. Городоцька 293,49.828768,23.958376
5020,0101,Вівсяна (0101),вул. Городоцька 273,49.829875,23.964620
5021,0624,Школа №23 (0624),вул. Варшавська 126,49.865480,24.011159
5022,0097,Мотозавод (0097),вул. Городоцька 174,49.830500,23.966787
5023,0098,Вівсяна (0098),вул. Городоцька 210,49.829813,23.962947
5024,0099,Вільхова (0099),вул. Городоцька 222,49.828768,23.957276
5025,1108,"Рудне, Лесі Українки (1108)",вул. Шевченка Тараса (Рудно),49.839813,23.886874
5027,0212,Провесінь (0212),вул. Глинянський Тракт (навпроти № 165),49.842208,24.103014
5029,0402,Католицький університет (0402),вул. Франка Івана 159,49.818226,24.025292
5030,0401,Карманського (0401),вул. Франка Івана 145,49.820379,24.027484
5031,0033,Музей Франка (0033),вул. Франка Івана 150,49.822238,24.032257
5032,0038,Карманського (0038),вул. Франка Івана (навпроти № 145),49.820445,24.027356
5033,0132,Південний (0132),"вул. Виговського Івана (вул. Щирецька, 36)",49.813547,23.976618
5034,0173,Петлюри (0173),вул. Петлюри Симона 37,49.819781,23.980885
5035,0171,Садова (0171),вул. Петлюри Симона 17,49.822107,23.979332
5036,0049,Бандери (0049),вул. Андрея митрополита,49.835616,24.005819
5037,0174,Садова (0174),вул. Петлюри Симона 2А,49.821828,23.979388
5039,0172,Петлюри (0172),вул. Петлюри Симона 30,49.819815,23.980696
5040,,Білогорща  (0090),вул. Білогорща 71,49.845690,23.929682
5041,,Лаврівського (0089),вул. Білогорща 57,49.844967,23.932509
5042,,"Народний дім ""Білогорща"" (0087)",вул. Білогорща 25,49.844379,23.937986
5043,,Гайовської (0093),вул. Білогорща (навпроти № 50),49.844742,23.945652
5044,,Роксоляни (0165),вул. Роксоляни (перехрестя з вул. Білогорща),49.843995,23.958357
5045,о (3,Гніздовського (0193),вул. Широка 68,49.841760,23.966659
5046,,Роксоляни (0164),"вул. Роксоляни (вул. Широка, 94)",49.843999,23.958526
5047,,Гайовської (0088),вул. Білогорща 50,49.844862,23.945531
5048,,Лаврівського (0092),вул. Білогорща 144,49.845095,23.932756
5049,,"Народний дім ""Білогорща"" (0091)",вул. Білогорща 118,49.844490,23.938169
5050,0021,Театр ляльок (0021),площа Данила Галицького 1,49.844479,24.031515
5051,0029,Шухевича (0029),вул. Франка Івана 7,49.837368,24.035021
5054,0081,Стрийський ринок (0081),"вул. Руставелі Шота (вул. Франка, 81, ринок)",49.829498,24.032335
5061,1019,Винниківське озеро (1019),вул. Личаківська (перехрестя з вул. Хмельницького Богдана),49.820656,24.112464
5062,0259,Дріжджова (0259),вул. Личаківська 281,49.834173,24.087739
5063,0258,Бахматюка (0258),вул. Личаківська 259,49.835028,24.083378
5064,0257,Ялівець (0257),вул. Личаківська 223,49.835753,24.075353
5065,0254,Ялівець (0254),вул. Личаківська 162,49.835685,24.075599
5066,0261,Бахматюка (0261),вул. Личаківська (навпроти № 261),49.834765,24.084322
5067,0262,Дріжджова (0262),вул. Личаківська (навпроти № 283),49.833972,24.088157
5068,1018,Винниківське озеро (1018),вул. Личаківська (перехрестя з вул. Хмельницького Богдана),49.820682,24.112582
5073,0668,Під Голоском (0668),вул. Під Голоском 21,49.870700,24.003377
5074,0743,Річка Зубра (0743),вул. Хоткевича Гната,49.796573,24.039197
5075,0360,Річка Зубра (0360),"вул. Хоткевича Гната,62",49.796471,24.039432
5076,0670,Варшавська (0670),вул. Під Голоском (навпроти № 3),49.867281,24.015099
5077,0669,Під Голоском (0669),вул. Під Голоском (навпроти № 25),49.870914,24.005259
5078,0522,Аквапарк (0522),вул. Княгині Ольги 108,49.807326,23.998641
5079,0381,Старий Сихів (0381),вул. Зелена 296,49.793054,24.074344
5082,0395,Пасіки Зубрицькі (0395),вул. Зелена (навпроти ТОВ Блюм Україна),49.780769,24.090148
5083,0396,Пасіки Зубрицькі (0396),вул. Зелена,49.781051,24.087144
5084,0389,Станція Сихів (0389),"вул. Зелена, 405",49.787928,24.075178
5086,0388,Старий Сихів (0388),вул. Зелена 367,49.792461,24.074408
5087,0387,Вулецька (0387),вул. Зелена 327,49.795613,24.073545
5088,0520,Аквапарк (0520),вул. Княгині Ольги 71,49.806540,23.999038
5089,0234,Кривчиці (0234),вул. Кривчицька дорога 53,49.844255,24.073829
5090,0235,Шевченківський гай (0235),вул. Кривчицька дорога 19А,49.842328,24.069033
5091,0277,Ніщинського (0277),вул. Ніщинського Петра 28,49.839349,24.066673
5092,0572,Лінкольна Авраама (0572),вул. Лінкольна Авраама (навпроти № 45),49.866531,24.041691
5094,0639,Грінченка (0639),вул. Грінченка Бориса 13,49.873341,24.050298
5095,0660,Миколайчука (0660),вул. Миколайчука Івана,49.865712,24.044266
5096,0570,Лінкольна Авраама (0570),вул. Лінкольна Авраама 45,49.866687,24.041648
5097,0276,Ніщинського (0276),вул. Ніщинського Петра 25,49.839685,24.066710
5098,0232,Шевченківський гай (0232),вул. Кривчицька дорога 16,49.842369,24.069377
5099,0233,Кривчиці (0233),вул. Кривчицька дорога 46,49.844089,24.073738
5100,0255,Пасічна (0255),"вул. Личаківська, 175",49.836187,24.067140
5106,0490,Фабрика Левинського (0490),"вул. Тараса Чупринки генерала, 55а",49.830225,24.007981
5107,0487,Київська (0487),вул. Тараса Чупринки генерала 27,49.831969,24.011419
5108,0011,Львівська політехніка (0011),вул. Тараса Чупринки генерала 4,49.834498,24.016193
5109,0012,Львівська політехніка (0012),"вул. Тараса Чупринки генерала (вул. Бандери Степана, 11)",49.834546,24.016457
5110,0592,Назарука (0592),вул. Хмельницького Богдана 267,49.871019,24.058034
5111,0488,Київська (0488),"вул. Тараса Чупринки генерала, 36",49.832436,24.012133
5112,0489,Фабрика Левинського (0489),вул. Тараса Чупринки генерала 64,49.830720,24.008705
5113,0415,Станція Персенківка (0415),вул. Луганська,49.810033,24.030173
5115,0001,Дитяча залізниця (0001),"вул. Сахарова Андрія академіка (вул. Стрийська, 76В)",49.820352,24.019064
5116,0471,Горбачевського (0471),вул. Сахарова Андрія академіка 17,49.825847,24.010770
5117,0064,Львівська політехніка (0064),вул. Бандери Степана 12,49.834758,24.015132
5118,0079,Кропивницького (0079),вул. Шептицьких 45,49.836446,24.005631
5119,0472,Горбачевського (0472),вул. Сахарова Андрія академіка 56,49.825446,24.010786
5120,0473,Кредобанк (0473),вул. Сахарова Андрія академіка 78,49.821556,24.016510
5121,0414,Станція Персенківка (0414),вул. Луганська,49.809791,24.030662
5122,0368,вул. Дунайська (0368),вул. Дністерська 16А,49.816631,24.050553
5123,0366,Дунайська (0366),вул. Дністерська 17,49.816622,24.050859
5124,0546,Симоненка (0546),вул. Наукова 112,49.805498,23.985906
5127,0664,Дитяча лікарня (0664),вул. Орлика Пилипа 8,49.876284,24.038923
5128,0665,Дитяча лікарня (0665),вул. Орлика Пилипа 8,49.876309,24.036509
5129,0153,Аеропорт (0153),вул. Любінська 168,49.812622,23.962319
5130,0154,Кричевського (0154),вул. Любінська 171,49.819258,23.965157
5133,0151,Кричевського (0151),вул. Любінська 160,49.818925,23.963541
5134,0155,Тустань (0155),вул. Любінська 168А,49.817773,23.959910
5135,0152,Старий термінал (0152),вул. Любінська 168,49.816841,23.955700
5136,0625,Школа №23  (0625),вул. Варшавська 155,49.865506,24.010899
5139,0062,пл. Різні (0062),"площа Різні (вул. Лазнева, 3)",49.845497,24.026086
5142,0574,Грінченка (0574),вул. Грінченка Бориса 6,49.872029,24.052296
5143,0713,Музей Франка (0713),вул. Франка Івана 125,49.822131,24.032507
5145,,Рясне 2 висадка (0655-01),"вул. Величковського Івана, 2",49.875731,23.938213
5146,,Теодора (0069-01),"пл. Святого Теодора, 9",49.846894,24.026314
5148,0417,Максимовича (0417),вул. Максимовича Михайла 9,49.793589,24.021660
5149,0298,Рубчака (0298),вул. Рубчака Івана 18,49.806189,24.011476
5151,,Зернова (0026),"вул. Зернова,11",49.846361,24.024991
5152,,Суботівська (0177-01),вул. Суботівська 12,49.847261,23.966160
5154,,Приміський вокзал-висадка (0111-01),"вул. Городоцька, 112",49.836374,23.997509
5155,0746,Протезний завод (0746),вул. Рудненська 10,49.836721,23.969475
5156,0237,Кукурудзяна (0237),вул. Кукурудзяна (перехрестя з вул. Ковельською),49.862496,24.060659
5159,0050,Дорошенка Петра (0050),"вул. Дорошенка Петра, 3",49.840237,24.027244
5160,0051,Дорошенка Петра (0051),"вул. Дорошенка Петра, 3",49.840181,24.027075
5161,0019,Парк культури (0019),вул. Вітовського Дмитра (вхід до парку),49.830315,24.023178
5162,0085,Станція Скнилів (0085),вул. Авіаційна 2,49.821859,23.936731
5164,1119,"Рудне, Народний дім (1119)",вул. Володимира Великого 9А,49.837360,23.872620
5171,0768,"""Три Корони"" (0768)",вул. Кульпарківська 172,49.813979,23.981459
5172,0767,Три Корони (0767),вул. Кульпарківська 174,49.813970,23.981115
5173,,Білогорща  (0090-01),вул. Білогорща 71,49.845850,23.929483
5174,0411,Коломийська - Трильовського (0411),вул. Коломийська (навпроти № 9),49.787758,24.066636
5177,0386,Сихівська (0386),вул. Зелена 313,49.796861,24.072585
5179,,Пульмонологічний центр (0390),"вул. Зелена,406",49.782854,24.096483
5181,0760,Дністерська (0760),вул. Дністерська 2,49.818161,24.057797
5182,0759,Дністерська (0759),вул. Дністерська 1,49.818116,24.057961
5183,0367,Лікарня №8 (0367),"вул. Дністерська, 22",49.814121,24.050928
5184,0326,Поліклініка №2 (0326),вул. Симоненка Василя 3,49.809545,23.988369
5185,ї (2,Кульчицької (0772),"вул. Кульчицької Олени, 1",49.817448,23.972667
5211,0052,Головна пошта (0052),"вул. Дорошенка Петра, 43",49.836837,24.022009
5248,0256,АС6 (0256),"вул. Личаківська, 195",49.835926,24.071064
5249,0048,Устияновича (0048),вул. Устияновича Корнила 5,49.836345,24.015968
5250,0071,Січових Стрільців (0071),вул. Січових Стрільців 17,49.839619,24.023291
5251,0041,Листопадового чину (0041),вул. Листопадового чину 10,49.840514,24.020579
5252,0781,Собор Святого Юра (0781),"вул. Андрея митрополита, 2",49.836945,24.011532
42728,0661,Миколайчука (0661),вул. Миколайчука Івана,49.866654,24.044582
42729,0505,Сахарова (0505),"вул. Нечуя-Левицького Івана ( Сахарова, 2)",49.832422,24.017771
42730,0678,Липинського (0678),вул. Промислова (перехрестя з вул. Городницькою),49.864230,24.044376
42732,0675,Фабрика Світанок (0675),"вул. Промислова, 52",49.861144,24.043815
42733,0674,Фабрика Світанок (0674),"вул. Промислова, 39",49.861989,24.043858
42734,0673,Трамвайне депо (0673),"вул. Промислова, 25",49.858304,24.042769
42735,0676,Трамвайне депо (0676),вул. Промислова (навпроти буд. 29),49.858021,24.042753
42736,0584,Остряниці (0584),"вул. Хмельницького Богдана, 127",49.853426,24.038307
42737,0580,Остряниці (0580),"вул. Хмельницького Богдана, 80",49.853173,24.036470
42738,0581,Підзамче (0581),"вул. Хмельницького Богдана, 87",49.852392,24.033298
42739,0579,Підзамче (0579),"вул. Хмельницького Богдана, 52",49.851868,24.032003
42743,0672,Промислова (0672),"вул. Промислова, 19",49.854078,24.040425
42744,0671,Промислова (0671),"вул. Промислова, 6",49.854663,24.040838
42747,0630,Гайдамацька (0630),"вул. Гайдамацька, 2-А",49.852013,24.029347
42748,0640,Палац Хоткевича (0640),"вул. Замарстинівська, 25",49.852271,24.027470
42749,0642,Палац Хоткевича (0642),"вул. Замарстинівська, 40",49.852290,24.027513
42751,0023,Під дубом (0023),"вул. Хмельницького Богдана, 32",49.850227,24.026856
42752,0003,Старий ринок (0003),"вул. Хмельницького Богдана, 19",49.846517,24.028966
42753,0002,Старий ринок (0002),"вул. Хмельницького Богдана, 12",49.846161,24.029181
42756,0061,пл. Ринок (0061),"пл. Ринок, 14",49.841401,24.032153
42757,0058,Руська (0058),"вул. Руська, 9",49.841944,24.034379
42758,0063,Руська (0063),"вул. Руська, 20",49.841989,24.034819
42759,,Пасічна (0286),"вулиця Пасічна, 3",49.835251,24.068070
42760,,Б. Котика (0251),"вул. Личаківська, 141",49.837419,24.059672
42761,,Б. Котика (0248),"вул. Личаківська, 112",49.837252,24.060026
42762,0247,Мечнікова (0247),"вул. Личаківська, 107",49.838699,24.054383
42763,,Мечникова Іллі (0250),,49.838460,24.055574
42765,0074,пл. Соборна (0074),"пл. Соборна, 10",49.838124,24.034926
42766,0035,Саксаганського (0035),"вул. Франка Івана(вул. Зелена, 2)",49.834422,24.034339
42767,0034,пл. Франка (0034),"пл. Франка Івана, 70",49.830161,24.031407
42768,0037,Стрийський парк (0037),"вул. Франка Івана, 108",49.826813,24.034122
42769,0028,Стрийський парк (0028),"вул. Свєнцицького Іларіона, 5",49.826927,24.034111
42771,0043,Головна пошта (0043),"вул. Коперника Миколая, 40",49.836443,24.022341
42772,0027,Сахарова (0027),"вул. Нечуя-Левицького Івана, 8",49.832626,24.017154
42773,0467,Сахарова (0467),"вул. Сахарова Андрія академіка, 8",49.831941,24.017293
42774,0466,Сахарова (0466),"вул. Сахарова Андрія академіка, 6",49.832041,24.017710
42775,0555,Бандери (0555),"вул. Русових (вул. Бандери Степана, 69)",49.834609,24.007401
42776,0527,Київська (0527),"вул. Котляревського Івана (вул. Генерала Т. Чупринки, 21)",49.832266,24.012486
42777,0511,Київська (0511),"вул. Київська, 1",49.832429,24.011806
42778,0465,Мельника (0465),"вул. Мельника Андрія, 21",49.829983,24.005191
42779,0499,Мельника (0499),"вул. Коновальця Євгена, 51",49.830664,24.003244
42780,0469,Горбачевського (0469),"вул. Сахарова Андрія академіка, 50",49.827401,24.011291
42781,0468,Горбачевського (0468),"вул. Сахарова Андрія академіка, 50",49.827162,24.011103
42782,0293,Шумського (0293),"вул. Княгині Ольги (вул. Котка, 4)",49.822662,24.006605
42783,0294,Шумського (0294),"вул. Княгині Ольги, 5а",49.822515,24.006640
42784,0517,"Бойчука, Кіноцентр (0517)","вул. Княгині Ольги, 49",49.813021,24.000468
42785,0516,"Бойчука, Кіноцентр (0516)","вул. Княгині Ольги, 42",49.813637,24.000884
42786,,Аквапарк-висадка (0519-01),"вул. Княгині Ольги, 69",49.807125,23.998851
42787,0519,Аквапарк (0519),"вул. Княгині Ольги, 69",49.807142,23.999028
42788,0501,Залізняка (0501),"вул. Коновальця Євгена, 85",49.828415,23.999704
42789,0500,Залізняка (0500),"вул. Коновальця Євгена, 74",49.828962,24.000433
42790,0502,Гординських (0502),"вул. Коновальця Євгена, 97",49.826983,23.997349
42791,0504,"Коновальця, музей Труша (0504)","вул. Коновальця Євгена, 111",49.824384,23.993207
42793,0679,Церква святої Анни (0679),"вул. Шевченка Тараса, 4",49.842771,24.018120
42794,0703,Татарбунарська (0703),"вул. Татарбунарська (вул. Шевченка Тараса, 154)",49.853860,23.986689
42800,0503,Гординських (0503),"вул. Коновальця Євгена, 100",49.826692,23.996925
42803,,Тролейбусне депо (0569),"вул. Тролейбусна, 4",49.807928,24.007460
42804,0299,Рубчака (0299),"вул. Рубчака Івана, 7",49.806020,24.012230
42805,0509,Боднарівка (0509),"вул. Рубчака Івана (вул. Стрийська, 144)",49.805318,24.018216
42806,0510,Тобілевича Івана (0510),"вул. Тобілевича Івана, 12",49.835948,24.003140
42807,0375,Автостанція №5 (0375),"вул. Зелена, 214",49.807537,24.061405
42808,0391,Пасіки Зубрицькі (0391),"вул. Зелена, 408",49.780000,24.090046
42810,0384,Станція Сихів (0384),"вул. Зелена, 308",49.786060,24.076045
42811,0382,Сихівська (0382),"вул. Зелена, 301",49.798154,24.071753
42813,0708,пл. І. Підкови (0708),"пр. Свободи, школа №62",49.841463,24.028183
43634,0073,Академія мистецтв (0073),вул. Снопківська (навпроти № 47),49.824759,24.036965
43637,0792,Стадіон Україна (0792),"вул. Стуса Василя, 49",49.818278,24.043901
43638,0793,Стадіон Україна (0793),"вул. Стуса Василя, 23",49.817967,24.043922
44075,0285,Пасічна (0285),вул. Пасічна (навпроти № 11),49.834171,24.067872
44076,0776,Тунельна (0776),"вул. Тунельна, 18",49.862582,24.003930
44077,0775,Тунельна (0775),"вул. Тунельна (вул. Зимова, 42)",49.862629,24.003660
44085,,Насінна (0774),"вул. Кульчицької Олени, 16-А",49.818249,23.976493
44086,,Насінна (0773),"вул. Кульчицької Олени, 3",49.818581,23.976988
44104,0751,Дубова (0751),"вул. Глинянський Тракт, 42",49.838676,24.081168
44159,0547,Вікторія Гарденс (0547),"вул. Ряшівська (Кульпарківська, 226-А (ТРЦ ""Вікторія Гарденс""))",49.805607,23.979791
44162,0739,Голоско (0739),"вул. Варшавська (навпроти Ф. Сеньковича, 40)",49.869290,24.018087
44167,0303,"Чукаріна Віктора, Школа (0303)","вул. Чукаріна Віктора, 12",49.798308,24.042757
44168,0322,Данилюка (0322),"вул. Хоткевича Гната, 68",49.798144,24.039159
44169,0310,Хоткевича (0310),вул. Хоткевича Гната 34,49.794543,24.043525
44172,0302,"Чукаріна Віктора, Школа (0302)","вул. Чукаріна Віктора, 1",49.798362,24.042408
44174,0791,Центр Довженка (0791),просп. Червоної Калини (навпроти буд. 81),49.794944,24.056126
44175,0790,Центр Довженка (0790),"пр. Червоної Калини, 81",49.794946,24.056304
44176,0783,Дитяча поліклініка (0783),"просп. Червоної Калини, 59",49.797600,24.051261
44177,0782,Дитяча поліклініка (0782),"просп. Червоної Калини, 46",49.797228,24.051822
44178,0324,Шувар (0324),"просп. Червоної Калини, 36 (проїзд між №36 та №40)",49.798218,24.049450
44179,0795,Шувар (0795),"пр. Червоної Калини, 36",49.799789,24.047549
44219,0004,Академія мистецтв (0004),"вул. Стуса Василя, 2",49.825470,24.035723
44226,0433-01,Автовокзал (0433-01),"вул. Стрийська, 109",49.787353,24.017175
44229,0393,Сихівський цвинтар (0393),"вул. Зелена,420",49.772404,24.101695
44234,0736,Коледж телекомунікацій (0736),"вул. Володимира Великого, 27",49.809590,24.008761
44235,0306,Курмановича (0306),вул. Авіаційна (під мостом),49.826529,23.941741
44236,0711,Енергетична (0711),"вул. Панаса Мирного (вул. Енергетична, 18)",49.815644,24.030544
44237,,Енергетична (712),"вул. Енергетична, 12",49.815603,24.030082
44238,0070,Собор Святого Юра (0070),пл. Святого Юра,49.836900,24.012999
44243,0763,Розточчя (0763),"вул. Щурата Василя (вул. Розточчя, 168)",49.877188,24.043126
44248,0495,ТЦ Скриня (0495),"Городоцька, 183",49.835249,23.994055
44249,,ТЦ Скриня (зв),"вул. Городоцька, 175",49.835471,23.994650
44250,0697,Янівський цвинтар (0697),"вул. Шевченка Тараса, 105",49.849737,23.994532
44251,0797,Угорська (0797),"пр. Червоної Калини (вул. Угорська, 27)",49.811061,24.046127
44252,0796,Угорська (0796),"пр. Червоної Калини, 1",49.811174,24.046245
44255,0777,Петрицького (0777),"вул. Винниця, 2",49.861794,23.999754
44256,0778,Петрицького (0778),"вул. Винниця, 7",49.861477,24.000374
44699,0788,Коломийська (0788),"просп. Червоної Калини, 80",49.788396,24.058921
44700,0787,Драгана (0787),"пр. Червоної Калини, 94",49.785476,24.059039
44701,0784,Вернадського (0784),"просп. Червоної Калини, 106",49.782861,24.059163
44702,0785,Вернадського (0785),"просп. Червоної Калини, 106",49.782861,24.059257
44703,0786,Драгана (0786),"просп. Червоної Калини, 109",49.785235,24.059198
44704,0789,Коломийська (0789),"просп. Червоної Калини, 97",49.788048,24.059058
44705,0754,Поліклініка №4 (0754),"пр. Червоної Калини, 72",49.790349,24.058937
44808,0246,Мечнікова (0246),"вул. Личаківська, 74",49.838735,24.054002
44809,0226,Личаківський цвинтар (0226),вул. Мечникова Іллі,49.834080,24.052192
44810,0225,Личаківський цвинтар (0225),вул. Мечникова Іллі,49.833667,24.052040
44811,0239,Левицького (0239),"вул. Нечуя-Левицького Івана, 122",49.830341,24.049463
44812,0238,Левицького (0238),"вул. Нечуя-Левицького Івана, 99",49.830464,24.049442
44814,0749,Привокзальний ринок (0749),"вул. Городоцька, 155",49.836104,23.999167
44815,0771,Собор Святого Юра (0771),"вул. Шептицьких, 3/4",49.837329,24.011690
44938,0738,Скейт-парк (0738),"вул. Хмельницького Богдана, 257",49.869349,24.056746
44941,0207,Бігова (0207),,49.841442,24.096515
44942,0766,Ковельська (0766),,49.860966,24.060812
44943,0206,Бігова (0206),"вул. Глинянський Тракт, 136",49.841359,24.096655
44944,1021,Винна Гора (1021),"вул. Івасюка Володимира, 19",49.823228,24.136947
44949,0109,Городоцька-Кільцева (0109),"вул. Городоцька, 367",49.821061,23.916695
44950,0108,"Городоцька, Метро (0108)","вул. Городоцька, 359",49.821677,23.920106
44951,0107,Азов-Галичина (0107),,49.822622,23.925288
44952,0106,Станційна (0106),,49.823626,23.930706
44953,0103,Азов-Галичина (0103),"вул. Городоцька, 284",49.822646,23.924167
44954,0105,"Городоцька, Метро (0105)","вул. Городоцька, 300",49.821535,23.918175
44955,0359,Тернопільська (0359),вул. Стуса Василя (перехрестя з вул. Тернопільською),49.816202,24.044577
44956,0357,Стадіон Україна (0357),"вул. Стуса Василя, 49",49.818322,24.043842
44957,0072,Академія мистецтв (0072),"вул. Снопківська, 47",49.824541,24.037662
44963,0800,Колодзінського (0800),"пр. Червоної Калини (вул. Рядова, 6)",49.803611,24.046540
44964,0439,Угорська (0439),"вул. Угорська, 25",49.810687,24.044915
44966,0358,Литвиненка (0358),"вул. Стуса Василя (вул. Д. Карбишева, 8)",49.813803,24.044217
44967,0009,Стрийський ринок (0009),,49.829554,24.032684
44973,0068,Театр опери та балету (0068),"пр. Свободи, 49",49.843988,24.025726
44974,0067,Проспект Свободи (0067),просп. Свободи 7,49.840029,24.028207
44975,0039,Князя Романа (0039),"вул. Князя Романа, 26",49.837659,24.032995
44976,0291,Руставелі Шота (0291),"вул. Руставелі Шота, 2",49.833716,24.035211
44977,0008,Стрийський ринок (0008),"вул. Волоська (вул. Франка Івана, 81)",49.829436,24.032668
44978,0005,Стадіон Україна (0005),"вул. Стуса Василя, 22а",49.817951,24.043984
44979,0422,Литвиненка (0422),"вул. Литвиненка Сергія, 19",49.813696,24.042168
44980,0437,Сумська (0437),"вул. Угорська, 4",49.812972,24.038040
44981,0438,Угорська (0438),"вул. Угорська, 14",49.810362,24.045518
44982,0801,Колодзінського (0801),пр. Червоної Калини (після з'їзду на вул. Хуторівку),49.803878,24.046103
44983,0794,Шувар (0794),"пр. Червоної Калини, 36",49.798303,24.049534
44984,0753,Поліклініка №4 (753),"пр. Червоної Калини, 70",49.789641,24.058900
44987,0185,Янівський цвинтар (0185),,49.850457,23.993170
44989,0150,Любінська-Виговського Івана (0150),"вул. Любінська, 144",49.820564,23.968172
44992,0728,Тустань (0728),вул. Любінська (навпроти буд. 168-А),49.817607,23.959696
44993,0148,Любінська-Виговського Івана (0148),"вул. Любінська, 101",49.820916,23.969706
44994,0146,Караджича (0146),"вул. Любінська, 91",49.822700,23.974504
44996,0544,Симоненка (0544),"вул. Наукова, 53",49.804787,23.987687
44997,0385,Станція Сихів (0385),"вул. Зелена, 308",49.787421,24.075275
44998,0780,Вагилевича (0780),"вул. Зелена, 24",49.832850,24.040186
44999,0514,Аркаса (0514),"вул. Княгині Ольги, 11",49.817861,24.003609
45004,0523,Аркаса (0523),"вул. Княгині Ольги, 100-Л",49.817420,24.002890
45007,0392,Кардіологічний центр (0392),"вул. Кульпарківська, 28",49.831125,23.990552
45008,0779,Вагилевича (0779),"вул. Зелена, 45",49.832382,24.041372
45009,0577,Грінченка (0577),вул. Грінченка Бориса 13А,49.871991,24.052012
45010,0170,Автостанція №3 (0170),"вул. Петлюри Симона, 2",49.822992,23.978377
45012,0737,Окружна (0737),"вул. Окружна, 51",49.827599,23.982189
