stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_region
5127,0664,Дитяча лікарня (664),"вул. П. Орлика, 8",49.876284,24.038923,Шевченківський
42791,0504,Коновальця. музей Труша (0504),"вул. Коновальця, 111",49.824384,23.993207,Франківський
42739,0579,Підзамче (579),"вул. Б. Хмельницького, 52",49.851868,24.032003,Личаківський
44992,0728,Тустань (0728),вул. Любінська (навпроти буд. 168-А),49.817607,23.959696,Залізничний
45022,0227,Інфекційна лікарня (227),"вул. Мечникова (Пекарська, 54)",49.832806,24.050338,Личаківський
5185,ї (2,Кульчицької (0772),"вул. Кульчицької, 1",49.817448,23.972667,Залізничний
5211,0052,Головна пошта (52),"вул. П. Дорошенка, 43",49.836820,24.022003,Галицький
44951,0107,Азов-Галичина (107),"вул. Городоцька, 357",49.822622,23.925288,Залізничний
4881,0536,Окружна (536),"вул. Любінська, 60",49.827376,23.983150,Франківський
5108,0011,Львівська політехніка (0011),вул. Генрала Чупринки 4,49.834481,24.016210,Галицький
44973,0068,Театр опери та балету (68),"пр. Свободи, 49",49.843988,24.025726,Галицький
45030,,Щурата-висадка (0662-01),вул. І. Миколайчука (навпроти № 28),49.878901,24.036552,Шевченківський
44249,,ТЦ Скриня (зв),"вул.Городоцька, 175",49.835471,23.994650,Залізничний
4968,0205,Богданівська (0205),вул. Глинянський Тракт 74,49.840193,24.085990,Личаківський
5116,0471,Горбачевського (0471),вул. Академіка А.Сахарова 17,49.825847,24.010770,Галицький
5112,0489,Фабрика Левинського (0489),вул. Генерала Чупринки 64,49.830720,24.008705,Франківський
42763,,Мечникова (250),"вул. Личаківська, 113",49.838460,24.055574,Личаківський
44255,0777,Петрицького (777),"вул. Винниця, 2",49.861794,23.999754,Шевченківський
4591,0548,Центр зайнятості (548),"вул. Наукова, 35А",49.803952,23.996512,Франківський
4978,0222,Керченська (222),"вул. Зелена, 107",49.823896,24.051647,Личаківський
4895,0183,Єрошенка (183),вул. Т. Шевченка 77,49.848018,24.000176,Шевченківський
44983,0794,Шувар (794),"пр. Червоної Калини, 36",49.798303,24.049534,Сихівський
44953,0103,Азов-Галичина (103),"вул. Городоцька, 284",49.822646,23.924167,Залізничний
45145,,Поліклініка №4 (733),"пр. Червоної Калини, 90",49.790032,24.058650,Сихівський
4772,0144,Ливарна (0144),вул. Левандівська 18,49.844490,23.983653,Залізничний
5073,0668,Під Голоском (668),"вул. Під Голоском, 21",49.870700,24.003377,Шевченківський
4866,0268,Каштанова (0268),вул. Медової Печери 30,49.824439,24.079580,Личаківський
44174,0791,Центр Довженка (791),пр. Червоної Калини (навпроти буд. 81),49.794944,24.056126,Сихівський
45032,0416,Західенерго (0416),вул. Луганська,49.810698,24.026681,Сихівський
44812,0238,Левицького (238),"вул. Левицького, 99",49.830464,24.049442,Личаківський
42775,0555,Бандери (555),"вул. Русових (вул. С. Бандери, 69)",49.834538,24.007375,Франківський
5019,0104,Вільхова (104),вул. Городоцька 293,49.828768,23.958376,Залізничний
4848,0111,Приміський вокзал (0111),вул. Городоцька (навпроти № 169),49.835740,23.995594,Залізничний
4726,0189,Приміський вокзал (189),"вул. Чернівецька, 4",49.837720,24.000138,Залізничний
42757,0058,Руська (58),"вул. Руська, 9",49.841861,24.034079,Галицький
4688,0480,Янева (0480),вул. Володимира Великого 21,49.808856,24.012052,Франківський
45075,,Ш. Руставелі (пр),"Ш. Руставелі,8",49.833239,24.035302,Личаківський
5102,1009,Винники. Івасюка (1009),вул. Галицька (навпроти № 21),49.816745,24.137204,Личаківський
4898,0253,АС6 (253),"вул. Личаківська, 152",49.835872,24.070913,Личаківський
42743,0672,Промислова (672),"вул. Промислова, 19",49.854078,24.040425,Шевченківський
4813,0399,Кос-Анатольського (399),вул. І. Кавалерідзе 15,49.791274,24.067440,Сихівський
42801,,Городницька (644),"вул. Замарстинівська, 85",49.858502,24.027041,Шевченківський
4991,0554,Окружна (554),"вул. Окружна, 56",49.826623,23.983524,Франківський
44947,1005,"Винники, Галицька (1005)","вул. Галицька, 42",49.817308,24.143953,Личаківський
4921,0201,Старознесенська (201),"вул. Богданівська (вул. Старознесенська, 161)",49.849194,24.083147,Личаківський
4616,0539,Тролейбусна (539),"вул. Наукова, 12",49.803457,24.004856,Франківський
4736,0135,Скнилівок (135),вул. І. Виговського (навпроти № 89),49.812128,23.982142,Залізничний
45037,0055,700-річчя Львова (0055),"вул. Під Дубом, 1",49.850445,24.026083,Галицький
5119,0472,Горбачевського (0472),вул. Академіка А.Сахарова 56,49.825446,24.010786,Франківський
5159,0050,Дорошенка (50),"вул. Дорошенка, 3",49.840237,24.027244,Галицький
4949,0524,Аркаса (524),"вул. Княгині Ольги, 9",49.817564,24.003247,Франківський
4717,0130,Південний (130),"вул. Виговського, 69",49.813671,23.976856,Залізничний
4883,0149,Караджича (0149),вул. Любінська 102,49.822089,23.972683,Залізничний
5051,0029,Шухевича (29),вул. І. Франка 7,49.837368,24.035021,Личаківський
45033,0758,Куликівська (0758),"вул. Академіка А. Сахарова, 23",49.824020,24.012224,Франківський
4701,0530,Кардіологічний центр (530),"вул. Кульпарківська, 35",49.831242,23.990782,Франківський
44966,0358,Литвиненка (0358),"вул. В. Стуса (вул. Д. Карбишева, 8)",49.813803,24.044217,Сихівський
4723,0114,Богданівка (114),вул. Городоцька 223,49.832488,23.979174,Франківський
5002,0646,Торфяна (646),"вул. Замарстинівська, 122",49.861364,24.026759,Шевченківський
4654,1062,"Брюховичі, Пансіонат “Львів“ (1062)",вул. Курортна (перехрестя з вул. Лікарська),49.907056,23.947623,Шевченківський
4568,0638,Орлика (638),"вул. Гетьмана Мазепи, 13Б",49.870518,24.031278,Шевченківський
42742,,Гайдамацька (641),"вул. Замарстинівська, 39",49.853827,24.028116,Шевченківський
44104,0751,Дубова (0751),"вул. Тракт Глинянський, 42",49.838676,24.081168,Личаківський
44162,0739,Голоско (739),"вул. Варшавська (навпроти Ф. Сеньковича, 40)",49.869290,24.018087,Шевченківський
4965,1073,Брюховичі. Вокзал (1073),вул. Незалежності України (перехрестя з вул. Курортна),49.904087,23.939914,Шевченківський
5198,0295,Голосківське цвинтар (0295),зі Львова,49.888282,24.020035,Шевченківський
42786,,Аквапарк-висадка (519-01),"вул. Княгині Ольги, 69",49.807125,23.998851,Франківський
45249,,Антонича (354),"вул. Антонича, 8",49.785185,24.069741,Сихівський
4751,0689,Шевченка (689),"вул. Т. Шевченка, 264",49.861706,23.966519,Шевченківський
4828,0175,Гніздовського (175),"вул. Суботівська, 2",49.842376,23.967667,Залізничний
4834,0166,Ряшівська (166),"вул. Ряшівська, 1",49.826720,23.954948,Залізничний
42745,,Городницька (645),"вул. Замарстинівська, 104",49.858448,24.027140,Шевченківський
4796,0176,Поліклініка №3 (176),"вул. Суботівська, 2",49.844531,23.966610,Залізничний
4606,0456,Поліклініка №4 (456),"пр. Червоної Калини, 91",49.790669,24.059168,Сихівський
4861,0365,Вашингтона (365),"вул. Дж. Вашингтона (вул. Зелена, 147)",49.815921,24.063009,Сихівський
4624,0476,Залізняка (476),вул. В. Антоновича 77,49.829827,23.998137,Франківський
4662,1063,"Брюховичі, Вокзал (1063)",вул. Курортна (перехрестя з вул. Незалежності України),49.904119,23.940645,Шевченківський
45010,0170,Автостанція №3 (0170),"вул. Петлюри, 2",49.822992,23.978377,Залізничний
5142,0574,Грінченка (574),"вул. Б. Грінченка, 6",49.872029,24.052296,Шевченківський
42760,,Котика (251),"вул. Личаківська, 141",49.837419,24.059672,Личаківський
43637,0792,Стадіон Україна (792),"вул. Стуса, 49",49.818801,24.042420,Галицький
4977,0223,Липова Алея (223),"вул. Зелена, 113",49.822388,24.054396,Галицький
45007,0392,Кардіологічний центр (392),"вул. Кульпарківська, 28",49.831125,23.990552,Франківський
4755,0694,Рясне-1 (694),вул. Т. Шевченка 358,49.868094,23.952604,Шевченківський
4752,0691,Біберовича (691),вул. Т. Шевченка 292,49.862938,23.963537,Шевченківський
4757,0698,Сотника (0698),вул. Т. Шевченка (навпроти № 321),49.872679,23.933201,Шевченківський
42751,0023,Під дубом (23),"вул. Замарстинівська, 32",49.850227,24.026856,Галицький
5060,1023,Винники. Винниченка (1023),"вул. Івасюка, 8",49.819905,24.137295,Личаківський
4676,0589,Скейт-парк (589),вул. Б. Хмельницького 212,49.868626,24.056320,Личаківський
44221,0074-01,ПЛ. СОБОРНА,"пл. Соборна, 17",49.838591,24.034752,Галицький
4708,0587,Радіоринок (587),вул. Б. Хмельницького 176,49.862323,24.051003,Личаківський
42759,0286,Пасічна (286),"вул. Пасічна, 3",49.835491,24.068231,Личаківський
4938,0200,Авторинок (200),"вул. Богданівська, 42",49.854268,24.076785,Личаківський
5181,0760,Дністерська (760),вул. Дністерська 2,49.818161,24.057797,Сихівський
4868,0269,Каштанова (0269),вул. Медової Печери 45,49.824557,24.079537,Личаківський
5043,,Гайовської (0093),вул. Білогорща (навпроти № 50),49.844742,23.945652,Залізничний
44997,0385,Станція Сихів (385),"ул. Зелена, 308",49.787421,24.075275,Сихівський
4906,0075,Дитяча залізниця (75),вул. Стрийська (вхід в парк),49.820428,24.020410,Галицький
4926,0287,Ярошинської (287),"вул. Пасічна (навпроти вул. Є.Ярошинської, 2)",49.821829,24.075181,Личаківський
44252,0796,Угорська (796),"пр. Червоної Калини, 1",49.810850,24.046229,Сихівський
44236,0711,Енергетична (0711),"вул. П. Мирного (вул. Енергетична, 18)",49.815644,24.030544,Сихівський
45023,0734,Ліцей Героїв Крут (734),"вул. Пасічна, 51",49.827823,24.071319,Личаківський
45072,,П`ятий парк (0803),вул. Широка (навпроти буд. 100),49.842032,23.959178,Залізничний
4929,0373,Бузкова (373),вул. Зелена 186,49.813609,24.060053,Сихівський
4999,0354,Антонича (354-01),вул. Б. Антонича 12,49.785195,24.069607,Сихівський
45014,0729,Озерна (0729),"вул. Повітряна, 10-А",49.845989,23.983042,Залізничний
4584,0531,Антоновича (531),"вул. Кульпарківська, 66",49.826534,23.989846,Франківський
4638,0614,Голоско (614),пр В. Чорновола (вул. Волошкова 29),49.869786,24.018423,Шевченківський
4629,0015,Цирк (15),вул. Городоцька (навпроти № 44),49.840197,24.012256,Галицький
5056,1010,Винники. Козацька (1010),вул. Забава 21,49.802552,24.129780,Личаківський
4850,0046,Кропивницького (46),"пл. М. Кропивницького,3",49.837303,24.005352,Галицький
42796,0187,Приміський вокзал (187),"вул. Чернівецька, 4",49.837650,24.000562,Залізничний
44165,1020,Винники. Винна Гора (1020),"вул. Винна Гора, 10",49.823615,24.136920,Личаківський
5097,0276,Ніщинського (0276),вул. П. Ніщинського 25,49.839685,24.066710,Личаківський
5011,,Станція Скнилів (0085-01),вул. Авіаційна 2,49.822071,23.936310,Залізничний
4914,,Котика (249),"вул. Личаківська, 112",49.837439,24.059711,Личаківський
4636,0618,Парк 700-річчя Львова (618),пр. В. Чорновола (напроти № 93),49.862565,24.018688,Шевченківський
4650,1066,"Брюховичі, Цвинтар (1066)",вул. Львівська,49.897489,23.964111,Шевченківський
5087,0387,Вулецька (387),"вул. Зелена, 327",49.795613,24.073545,Сихівський
44176,0783,Дитяча поліклініка (783),"пр. Червоної Калини, 59",49.797043,24.052334,Сихівський
5122,0368,Дунайська (368),"вул. Дністерська, 16А",49.816631,24.050553,Сихівський
4794,0696,Татарбунарська (696),"вул. Т.  Шевченка, 154-Б",49.854006,23.985048,Шевченківський
45036,0297,Сихівський міст (0297),"вул. Луганська, навпроти 18",49.808188,24.041256,Сихівський
4586,0136,Скнилівок (136),"вул. Кульпарківська, 105",49.813453,23.984670,Залізничний
4734,0133,Любінська-Виговського (133),"вул. І. Виговського (вул. Чуваська, 12)",49.820016,23.969389,Залізничний
42784,0517,"Бойчука, Кіноцентр (517)","вул. Княгині Ольги, 49",49.813021,24.000468,Франківський
4718,0129,Кульчицької (129),"вул. Виговського, 47",49.816714,23.972350,Залізничний
5109,0012,Львівська політехніка (0012),"вул. Генрала Чупринки (вул. С. Бандери, 11)",49.834546,24.016457,Галицький
42789,0500,Залізняка (0500),"вул. Коновальця, 74",49.828962,24.000433,Франківський
5172,0767,Три Корони (0767),вул. Кульпарківська 174,49.813970,23.981115,Залізничний
42737,0580,Остряниці (580),"вул. Б. Хмельницького, 80",49.853173,24.036470,Шевченківський
5248,0256,АС6 (0256),"вул. Личаківська, 195",49.835926,24.071064,Личаківський
4963,1074,Брюховичі. Під Осовою (1074),вул. Під Осовою 2,49.921944,23.982028,Шевченківський
4735,0134,Кульчицької (134),вул. І. Виговського (навпроти № 45А),49.817378,23.971503,Залізничний
44815,0771,Собор Святого Юра (771),"вул. Шептицьких, 3/4",49.837329,24.011690,Галицький
4601,0454,Коломийська (454),"пр. Червоної Калини, 76",49.788657,24.058693,Сихівський
4665,1061,"Брюховичі, Курортна (1061)","вул. Курортна (вул. Львівська, 23)",49.904392,23.960066,Шевченківський
44942,0766,Ковельська (0766),,49.860966,24.060812,Личаківський
4820,,Трембіта2,"вул. Пасічна, 127а",49.807347,24.070219,Сихівський
4677,0591,Автостанція № 2 (591),"вул. Б. Хмельницького, 225",49.864118,24.052430,Шевченківський
42774,0466,Сахарова (466),"вул. Сахарова, 6",49.832041,24.017710,Франківський
42740,,Торфяна (704),"вул. Замарстинівська, 113",49.861045,24.026711,Шевченківський
4816,0423,Кавалерідзе (423),"вул. Сихівська, 5",49.794646,24.065167,Сихівський
44077,0775,Тунельна (775),"вул. Тунельна (вул. Зимова, 42)",49.862629,24.003660,Шевченківський
4916,0273,Корейська (273),вул. Новознесенська 34,49.855469,24.053847,Личаківський
4602,0457,Санта Барбара (457),"пр. Червоної Калини, 94",49.785426,24.058811,Сихівський
5022,0097,Мотозавод (97),вул. Городоцька 174,49.830500,23.966787,Залізничний
5164,1119,Рудне. Народний дім (1119),вул. Володимира Великого 9А,49.837360,23.872620,Залізничний
4582,0492,Смаль-Стоцького (492),"вул. Героїв УПА, 76",49.830564,23.995525,Франківський
4855,0217,Ш. Руставелі (217),"вул. Зелена, 12",49.833893,24.036680,Личаківський
4764,0702,Лушпинського (702),вул. Т. Шевченка (перехрестя з вул. Професора Ковалика),49.866431,23.956370,Шевченківський
44814,0749,Привокзальний ринок (749),"вул. Городоцька, 155",49.836104,23.999167,Франківський
4733,0127,Поліклініка №5 (127),вул. І. Виговського 32,49.825854,23.967635,Залізничний
45162,,Скрипника (317),"вул. М. Скрипника,2",49.786295,24.051781,Сихівський
4631,0014,Наливайка (14),вул. Городоцька 27,49.843153,24.022513,Галицький
4893,0162,Левандівське озеро (0162),вул. Повітряна 1А,49.846248,23.985380,Залізничний
44810,0225,Личаківський цвинтар (225),вул. Мечникова (вхід на цвинтар),49.833667,24.052040,Личаківський
4964,1075,"Брюховичі, Січових Стрільців (1075)",вул. Січових Стрільців,49.917278,23.968359,Шевченківський
4754,0701,Лушпинського (701),вул. Т. Шевченка (перехрестя з вул. О. Лушпинського),49.866392,23.956699,Шевченківський
5152,,Суботівська (177-01),"вул. Суботівська, 12",49.847261,23.966160,Залізничний
4776,0597,Шевченківська РА (597),"вул. В. Липинського, 12",49.857499,24.023241,Шевченківський
5053,0406,Трильовського (406),вул. К. Трильовського 21,49.783734,24.067279,Сихівський
44939,1006,Винники-Кільцева (1006),,49.817877,24.156865,Личаківський
5050,0021,Театр ляльок (21),пл. Данила Галицького 1,49.844499,24.031624,Галицький
4786,0607,Миколайчука (607),вул. В. Липинського (перехрестя з вул. І. Миколайчука),49.865214,24.043638,Шевченківський
4945,0095,Кульпарківська (95),вул. Городоцька 128,49.834526,23.989849,Франківський
4981,0218,Ш. Руставелі (218),"вул. Зелена, 9",49.834208,24.036008,Личаківський
4600,0453,Сихівська РА (453),"пр. Червоної Калини, 62",49.791970,24.058272,Сихівський
4760,0656,Величковського (656),вул. І. Величковського 42,49.875299,23.932450,Шевченківський
5037,0174,Садова (0174),вул. С. Петлюри 2А,49.821828,23.979388,Залізничний
4592,0550,Княгині Ольги (550),вул. Наукова 7А,49.803483,24.000975,Франківський
4894,0141,Естонська (0141),вул. Левандівська (навпроти №3),49.846884,23.990348,Залізничний
4649,0652,Дитячий диспансер (0652),вул. Замарстинівська 274,49.877615,24.004027,Шевченківський
4887,0683,Єрошенка (0683),вул. Т. Шевченка 114,49.848150,23.999972,Галицький
4668,0654,Поліклініка МВС (0654),вул. Замарстинівська 225А,49.873792,24.013522,Шевченківський
4645,0595,Галицьке перехрестя (0595),"вул. Б. Хмельницького, 289",49.874169,24.061040,Личаківський
4609,0450,Шувар (450),"просп. Червоної Калини, 49",49.799106,24.048804,Сихівський
44169,0310,Хоткевича (310),"вул. Г. Хоткевича, 34",49.794695,24.044443,Сихівський
45034,0757,Куликівська (0757),"вул. Академіка А. Сахарова, 76",49.824076,24.011972,Франківський
44235,0306,Курмановича (0306),вул. Авіаційна (під мостом),49.826529,23.941741,Залізничний
42753,0002,Старий ринок (2),"вул. Б. Хмельницького, 12",49.846161,24.029181,Галицький
4699,0482,Океан (482),"вул. Володимира Великого, 22",49.810791,23.996603,Франківський
5079,0381,Старий Сихів (381),"вул. Зелена, 296",49.793054,24.074344,Сихівський
4825,0478,Автобусний завод (0478),вул. Володимира Великого 2,49.808316,24.016982,Франківський
42735,0676,Трамвайне депо (676),вул. Промислова (навпроти буд. 29),49.858021,24.042753,Шевченківський
44954,0105,Городоцька. Метро (105),"вул. Городоцька, 300",49.821535,23.918175,Залізничний
4565,,"Винники, Джерельна (1033)","Винники, вул. Забава, 70",49.805820,24.121041,Личаківський
42738,0581,Підзамче (581),"вул. Б. Хмельницького, 87",49.852392,24.033298,Шевченківський
4911,0241,Військовий госпіталь (241),"вул. Личаківська, 28",49.840221,24.043327,Личаківський
44981,0438,Угорська (438),"вул. Угорська, 14",49.810725,24.044448,Сихівський
4943,0231,Ковельська (0231),вул. Ковельська (навпроти № 63),49.859778,24.060125,Личаківський
5134,0155,Тустань (155),вул. Любінська 168А,49.817648,23.959733,Залізничний
5151,,Зернова (0026),"вул. Зернова,11",49.846361,24.024991,Галицький
4934,0210,АС6 (210),"вул. Личаківська, 132",49.835855,24.070804,Личаківський
4639,0636,Мазепи (636),"вул. Гетьмана Мазепи, 2А",49.869354,24.025018,Шевченківський
45105,0197,Погулянка (197),"вул. Вахнянина,27",49.829386,24.056939,Личаківський
5148,0417,Максимовича (0417),вул. М. Максимовича 9,49.793589,24.021660,Сихівський
5027,0212,Провесінь (0212),вул. Глинянський Тракт (навпроти № 165),49.842208,24.103014,Личаківський
4583,0493,Копистинського (493),"вул. Героїв УПА, 80",49.829066,23.992118,Франківський
4821,,Трембіта1,"вул. Пасічна, 156",49.807374,24.070208,Сихівський
5174,0411,Коломийська - Трильовського (411),вул. Коломийська (навпроти № 9),49.787758,24.066636,Сихівський
4635,0613,Шевченківська РА (613),"пр. В. Чорновола, 20",49.857727,24.021220,Шевченківський
44975,0039,Князя Романа (39),"вул. Князя Романа, 26",49.837659,24.032995,Галицький
5069,1017,"Винники, Івасюка (1017)",вул. Т. Шевченка (перехрестя з вул. Галицька),49.816323,24.135686,Личаківський
4841,0116,Каховська (116),"вул. Городоцька, 319а",49.827055,23.948951,Залізничний
4859,0369,Липова Алея (369),"вул. Зелена, 130",49.820659,24.055879,Сихівський
4867,0270,Медової Печери (0270),вул. Медової Печери 67,49.823044,24.083960,Личаківський
4648,0650,Поліклініка МВС (0650),вул. Замарстинівська 226,49.873944,24.013517,Шевченківський
5120,0473,Кредобанк (0473),вул. Академіка А.Сахарова 78,49.821556,24.016510,Франківський
4773,0181,Широка (181),вул. Сяйво 91,49.842048,23.979008,Залізничний
4646,0069,Теодора (0069),"площа Святого Теодора, 9",49.846953,24.026445,Галицький
4727,,Залізничний вокзал (83),"вул. Чернівецька, 1",49.839638,23.995825,Залізничний
4844,0121,Патона (121),"вул. Є. Патона, 31",49.823007,23.961446,Залізничний
4941,0274,Корейська (274),"вул. Новознесенська, 67",49.855569,24.053627,Личаківський
42747,0630,Гайдамацька (630),"вул. Гайдамацька, 2-А",49.852013,24.029347,Шевченківський
4984,0020,Парк культури (20),вул. Д. Вітовського (навпроти № 41),49.830242,24.023838,Галицький
44977,0008,Стрийський ринок (8),"вул. Волоська (вул. І. Франка, 81)",49.829436,24.032668,Галицький
5029,0402,Католицький університет (0402),вул. І. Франка 159,49.817709,24.025268,Сихівський
44996,0544,Симоненка (544),"вул. Наукова, 53",49.804787,23.987687,Франківський
4874,0245,Медичний університет (245),вул. Личаківська 67,49.840100,24.049024,Личаківський
4730,0096,Народна (96),вул. Городоцька 134,49.833772,23.985236,Залізничний
44943,0206,Бігова (0206),"вул. Глинянський Тракт, 136",49.841359,24.096655,Личаківський
4681,0053,Магнус (53),"вул. Данилишина,9",49.844431,24.023275,Галицький
4700,0484,Боткіна (484),"вул. Володимира Великого, 50",49.811440,23.990131,Франківський
5057,1012,"Винники, Шептицьких (1012)",вул. Забава 1А,49.802299,24.135230,Личаківський
4666,1068,"Брюховичі, Джерело (1068)",вул. Львівська,49.901241,23.960039,Шевченківський
42782,0293,Шумського (293),"вул. Княгині Ольги (вул. Котка, 4)",49.822662,24.006605,Франківський
44952,0106,Станційна (106),"вул. Городоцька, 355",49.823626,23.930706,Залізничний
4690,0565,Стрийська-Наукова (565),вул. Стрийська  (перехрестя Стрийська-Наукова),49.801302,24.017626,Франківський
4869,0267,Майорівка (0267),вул. Медової Печери 1,49.826636,24.072810,Личаківський
42790,0502,Гординських (0502),"вул. Коновальця, 97",49.826983,23.997349,Франківський
5004,0571,Міртова (0571),вул. А. Лінкольна 4А,49.864332,24.027904,Шевченківський
42811,0382,Сихівська (382),"вул. Зелена, 301",49.798154,24.071753,Сихівський
44248,0495,ТЦ Скриня (495),"Городоцька, 183",49.835249,23.994055,Франківський
4843,0168,ЛОРТА (168),"вул. Ряшівська (вул. Є. Патона, 6)",49.824002,23.955729,Залізничний
44976,0291,Ш. Руставелі (291),"вул. Шота Руставелі, 2",49.833606,24.035256,Личаківський
42732,0675,Фабрика Світанок (675),"вул. Промислова, 52",49.861144,24.043815,Шевченківський
4990,0126,Залізнична РА (126),"вул. Виговського, 29",49.823269,23.967555,Залізничний
44955,0359,Тернопільська (0359),вул. В. Стуса (перехрестя з вул. Тернопільською),49.816202,24.044577,Сихівський
4852,0556,Карпінського (556),вул. С. Бандери 53,49.834696,24.010022,Галицький
4580,0528,Кропивницького (528),пл. Кропивницького 8,49.836253,24.004338,Галицький
4787,0604,БТІ (604),вул. В. Липинського (навпроти № 54),49.864878,24.040446,Шевченківський
5143,0713,Музей Франка (0713),вул. І. Франка 125,49.822131,24.032507,Сихівський
4632,0007,Чорновола (7),"пр. В. Чорновола, 9",49.846839,24.025603,Галицький
44256,0778,Петрицького (778),"вул. Винниця, 7",49.861477,24.000374,Шевченківський
4724,0497,Народна (497),вул. Городоцька 207,49.833429,23.984560,Франківський
4797,0194,Гніздовського (194),"вул. Широка, 79",49.841778,23.968815,Залізничний
5088,0520,Аквапарк (0520),вул. Княгині Ольги 71,49.806540,23.999038,Франківський
4590,0540,Клуб Науковий (540),вул. Наукова 29,49.804283,23.993186,Франківський
4860,0372,Дністерська (372),вул. Зелена 150,49.817745,24.059388,Сихівський
4851,0557,Бандери (557),вул. С. Бандери 73,49.834858,24.006897,Франківський
4997,0059,Підвальна (59),вул. Підвальна 13,49.842759,24.034941,Галицький
5089,0234,Кривчиці (0234),вул. Кривчицька Дорога 53,49.844255,24.073829,Личаківський
5048,,Лаврівського (0092),вул. Білогорща 144,49.845062,23.932710,Залізничний
5184,0326,Поліклініка №2 (0326),вул. В. Симоненка 3,49.809545,23.988369,Франківський
42766,0035,Саксаганського (35),"вул. Франка (вул. Зелена, 2)",49.834422,24.034339,Галицький
4806,0379,Зубрівська (379),"вул. Зелена, 266",49.801506,24.065895,Сихівський
4792,0622,Струмок (622),вул. Варшавська 44,49.857863,24.011624,Шевченківський
4856,0219,Львівводоканал (219),"вул. Зелена, 54",49.830685,24.043327,Галицький
4669,0653,Замарстинів (0653),вул. Замарстинівська 223А,49.871285,24.018077,Шевченківський
5129,0153,Аеропорт (153),вул. Любінська 168,49.813848,23.960334,Залізничний
42758,0063,Руська (63),"вул. Руська, 20",49.841989,24.034819,Галицький
4878,0013,Магнус (13),вул. Городоцька 8,49.843935,24.024104,Галицький
4890,0160,Пілотів (0160),вул. Повітряна 66,49.844509,23.971905,Залізничний
4615,0552,Підстригача (552),"вул. Наукова, 148-А",49.802385,24.014091,Франківський
5049,,"Народний дім ""Білогорща"" (0091)",вул. Білогорща 118,49.844490,23.938169,Залізничний
4579,0094,Кропивницького (94),вул. Городоцька 94,49.837724,24.005531,Залізничний
4596,0441,Демнянська (441),"вул. Хуторівка, 8",49.800311,24.030495,Сихівський
5013,0355,Лікарня №8 (0355),вул. В. Навроцького 4,49.811232,24.050530,Сихівський
44251,0797,Угорська (797),"пр. Червоної Калини (вул. Угорська, 27)",49.810615,24.046181,Сихівський
44075,0285,Пасічна (285),вул. Пасічна (навпроти № 11),49.834171,24.067872,Личаківський
42807,0375,Автостанція №5 (375),"вул. Зелена, 214",49.807537,24.061405,Сихівський
4704,0082,Магнус (0082),"вул. Шпитальна (вул. Городоцька, 4)",49.844436,24.024321,Галицький
4664,1059,"Брюховичі, Пляжна (1059)",вул. Курортна 20,49.905602,23.957378,Шевченківський
4814,0398,Антоненка-Давидовича (398),вул. І. Кавалерідзе 9,49.792711,24.065568,Сихівський
4578,0017,Цирк (17),вул. Городоцька 44,49.840585,24.012976,Галицький
4927,0214,ТЦ Метро-2 (214),вул. Дж. Вашингтона 21,49.814485,24.075991,Личаківський
4728,0191,Залізничний вокзал (191),"пл. Двірцева, 1",49.839308,23.995847,Залізничний
4804,0412,Львівхолод (0412),вул. Луганська 3,49.807534,24.054037,Сихівський
5086,0388,Старий Сихів (388),"вул. Зелена, 367",49.792461,24.074408,Сихівський
4928,0215,Перинатальний центр (215),вул. Дж. Вашингтона 5А,49.816146,24.069323,Сихівський
5160,0051,Дорошенка (51),"вул. Дорошенка, 3",49.840181,24.027075,Галицький
4802,0420,Кибальчича (0420),вул. П. Мирного 26,49.813789,24.035817,Сихівський
5128,0665,Дитяча лікарня (665),"вул. П. Орлика, 8",49.876309,24.036509,Шевченківський
5061,1019,Винниківське озеро (1019),вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820656,24.112464,Личаківський
4944,0236,Кукурудзяна (0236),вул. Кукурудзяна (перехрестя з вул. Ковельською),49.862363,24.060637,Личаківський
4884,0680,Церква Анни (680),вул. Т. Шевченка 24,49.843151,24.015008,Галицький
4597,0440,Духовна семінарія (440),вул. Хуторівка 4,49.799861,24.035468,Сихівський
5006,0663,Хвильового (0663),"вул. М. Хвильового (вул. Миколайчука, 65)",49.870428,24.042860,Шевченківський
44994,0146,Караджича (146),"вул. Любінська, 91",49.822700,23.974504,Залізничний
5021,0624,Школа №23 (624),вул. Варшавська 126,49.865480,24.011159,Шевченківський
5054,0081,Стрийський ринок (81),"вул. Ш. Руставелі (вул. Франка, 81, ринок)",49.829517,24.032333,Галицький
4924,0279,Таджицька (279),"вул. Пасічна, 42",49.830104,24.069065,Личаківський
4930,0374,Фрезерний завод (374),"вул. Зелена, 200",49.812121,24.060740,Галицький
45103,0752,Дубова (0752),"вул. Тракт Глинянський, 55",49.838230,24.079762,Личаківський
42788,0501,Залізняка (0501),"вул. Коновальця, 85",49.828415,23.999704,Франківський
44085,,Насінна (0774),"вул. Кульчицької, 16-А",49.818249,23.976493,Залізничний
4640,0631,Орлика (631),"вул. Гетьмана Мазепи, 12",49.870535,24.032534,Шевченківський
4780,0601,Автостанція №2 (601),"вул. В. Липинського, 60",49.865131,24.050676,Шевченківський
