stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_region
4799,0429,Автобусний завод (429),"вул. Стрийська, 45",49.808524,24.019257,Сихівський
5059,1008,Винники. Галицька (1008),вул. Галицька 57В,49.817430,24.144087,Личаківський
4652,1065,"Брюховичі, Курортна (1065)",вул. Львівська 20,49.903743,23.960220,Шевченківський
5066,0261,Бахматюка (261),вул. Личаківська (навпроти № 261),49.834765,24.084322,Личаківський
4767,0686,Шевченка (686),вул. Т. Шевченка 209,49.861234,23.967394,Шевченківський
4892,0158,Є. Олесницького (0158),вул. Повітряна 31,49.845247,23.978187,Залізничний
4823,0408,Католицький університет (0408),вул. Козельницька 4,49.816292,24.025732,Сихівський
5005,0666,Тичини (0666),вул. П. Тичини 14,49.868875,24.034111,Шевченківський
4593,0538,Тролейбусна (538),вул. Наукова 5,49.802881,24.006774,Франківський
5047,,Гайовської (0088),вул. Білогорща 50,49.844862,23.945531,Залізничний
45046,0769,Заозерні провулки (769),"вул. Під Голоском (перехрестя з 2-м Заозерним провулком, 19)",49.869071,24.012492,Шевченківський
4695,0508,Боднарівка (508),"вул. І. Рубчака, 2",49.805491,24.017760,Франківський
5030,0401,Карманського (0401),вул. І. Франка 145,49.820379,24.027484,Галицький
5041,,Лаврівського (0089),вул. Білогорща 57,49.844967,23.932509,Залізничний
45148,,Вікторія Гарденс (0547-01),"вул. Ряшівська, ТЦ Вікторія Гарденс",49.805948,23.980477,Залізничний
4917,0229,Милятинська (229),"вул. Ковельська, 50",49.857506,24.057382,Личаківський
4777,0598,Замарстинівська (598),вул. В. Липинського 26,49.860566,24.027658,Шевченківський
44172,0302,"Чукаріна, Школа (302)","вул. Чукаріна, 1",49.798362,24.042408,Сихівський
4865,0280,пл. І. Франка (311),"вул. І. Франка, 77",49.829702,24.031574,Галицький
5199,,Голосківський цвинтар (49.888),Голосківський цвинтар (49.888),49.888453,24.019954,Шевченківський
4588,0551,Наукова (551),"вул. Наукова (вул. Кульпарківська, 141)",49.805353,23.982543,Франківський
5023,0098,Вівсяна (0098),вул. Городоцька 210,49.829786,23.962947,Залізничний
42728,0661,Миколайчука (661),вул. І. Миколайчука,49.866458,24.044523,Шевченківський
4976,0224,Дністерська (224),"вул. Зелена, 131",49.817614,24.059892,Личаківський
44980,0437,Сумська (437),"вул. Угорська, 4",49.812972,24.038040,Сихівський
4621,0534,Скнилівок (534),"вул. Кульпарківська, 2а",49.813900,23.985112,Франківський
5253,0078,Університет (78),"вул. Університеська, 1",49.840010,24.021960,Галицький
4937,0204,Гайдучка (204),вул. Богданівська (перехрестя з вул. С.Гайдучка),49.853231,24.077375,Личаківський
5139,0062,пл. Різні (62),"пл. Різні (вул. Лазнева, 3)",49.845497,24.026086,Галицький
4625,0475,Мельника (475),"вул. В. Антоновича, 47",49.831630,24.001232,Франківський
4897,0077,Мудрого (0077),вул. Т. Шевченка 3А,49.844303,24.011253,Галицький
44998,0780,Вагилевича (780),"вул. Зелена, 24",49.832850,24.040186,Личаківський
45012,0737,Окружна (0737),"вул. Окружна, 51",49.827599,23.982189,Франківський
4683,0113,Скриня (113),вул. Городоцька (навпроти № 175),49.835592,23.994693,Залізничний
5111,0488,Київська (0488),"вул. Генерала Чупринки, 36",49.832436,24.012133,Галицький
4737,0561,Гашека (561),"вул. Стрийська, 244",49.794106,24.016076,Франківський
5055,1001,Винники. Забава (1001),"Винники, вул. Забава, 73",49.809072,24.120073,Личаківський
4703,0494,Скриня (494),вул. Городоцька 175,49.835346,23.995090,Франківський
4746,0139,Левандівська (0139),,49.848433,23.994462,Залізничний
5252,0781,Собор Святого Юра (781),"вул. Митрополита Андрея, 2",49.836945,24.011532,Галицький
4661,1057,"Брюховичі, Івасюка (1057)",вул. В. Івасюка 1Б,49.901922,23.940416,Шевченківський
4656,1052,"Брюховичі, Арктична (1052)",вул. В. Івасюка 6,49.901262,23.935706,Шевченківський
4885,0681,Мудрого (0681),вул. Т. Шевченка 52,49.844389,24.011373,Шевченківський
5183,0367,Лікарня №8 (367),"вул. Дністерська, 22",49.814121,24.050928,Сихівський
44086,,Насінна (0773),"вул. Кульчицької, 3",49.818581,23.976988,Залізничний
44250,0697,Янівський цвинтар (697),"вул. Шевченка, 105",49.849807,23.994312,Залізничний
44100,1004,Винники. Івасюка (1004),вул. Галицька 21,49.816908,24.136759,Личаківський
45015,0730,Бандрівського (0730),"вул. Повітряна, 17",49.845861,23.982682,Залізничний
4647,0649,Замарстинів (0649),вул. Замарстинівська 178,49.871272,24.018496,Шевченківський
5070,1015,Винники. Франка (1015),вул. І. Франка 74А,49.808919,24.138148,Личаківський
42771,0043,Головна пошта (43),"вул. Коперника, 40",49.836443,24.022341,Галицький
4870,0278,Таджицька (278),"вул. Пасічна, 39",49.830834,24.068363,Личаківський
4846,0444,Чукаріна (444),"вул. Хуторівка (вул. В. Чукаріна, 28)",49.800478,24.040704,Сихівський
4693,0431,Гашека (431),"вул. Стрийська, 61",49.794712,24.016521,Сихівський
4826,0196,Широка (196),"вул. Широка (вул. Сяйво, 99)",49.842795,23.978621,Залізничний
5249,0048,Устияновича (48),"вул. М. Устияновича, 5",49.836345,24.015968,Галицький
44098,,"Винники, Стадіон (1030)","Винники, вул.І. Франка, 110",49.805720,24.137092,Личаківський
4886,0682,Турянського (682),вул. Т. Шевченка 94,49.847219,24.002804,Шевченківський
4831,0122,Залізнична РА (122),"вул. Є. Патона, 2/2",49.822771,23.965173,Залізничний
4680,0586,Ф-ка повидла (0586),вул. Б. Хмельницького 173,49.855562,24.045119,Шевченківський
5158,1060,"Брюховичі, Курортна (1060)",вул. Львівська 21,49.904525,23.960071,Шевченківський
42734,0673,Трамвайне депо (673),"вул. Промислова, 25",49.856613,24.041803,Шевченківський
44701,0784,Вернадського (784),"пр. Червоної Калини, 106",49.782409,24.059187,Сихівський
42762,0247,Мечнікова (247),"вул. Личаківська, 107",49.838699,24.054383,Шевченківський
4858,0025,Керченська (25),вул. Зелена (навпроти № 109),49.823470,24.052248,Галицький
4903,0558,Дитяча залізниця (558),"вул. Стрийська, 72",49.820528,24.020228,Франківський
5044,,Роксоляни (0165),вул. Роксоляни (перехрестя з вул. Білогорща),49.843995,23.958357,Залізничний
5107,0487,Київська (0487),вул. Генерала Чупринки 27,49.831969,24.011419,Галицький
5063,0258,Бахматюка (258),"вул. Личаківська, 259",49.835028,24.083378,Личаківський
5032,0038,Карманського (0038),вул. І. Франка (навпроти № 145),49.820445,24.027356,Галицький
4798,0195,Низинна (195),"вул. Широка (вул. Доробок, 36А)",49.842079,23.973525,Залізничний
4743,0145,Широка (0145),,49.843030,23.980402,Залізничний
42776,0527,Київська (527),"вул. І. Котляревського (вул. Генерала Т. Чупринки, 21)",49.832266,24.012486,Галицький
4872,,Котика (252),"вул. Личаківська, 149",49.837263,24.060879,Личаківський
45071,,П'ятий парк (0802),вул. Широка 100,49.842029,23.960125,Залізничний
44974,0067,пр. Свободи (67),просп. Свободи 7,49.840029,24.028207,Галицький
44989,0150,Любінська-Виговського (150),"вул. Любінська, 144",49.820480,23.968177,Залізничний
4738,0562,Максимовича (562),"вул. Стрийська,264",49.791440,24.015448,Франківський
4864,0284,Ярошинської (284),"вул. Пасічна (вул. Є. Ярошинської, 2)",49.822568,24.075173,Личаківський
5096,0570,Лінкольна (0570),вул. А. Лінкольна 45,49.866687,24.041648,Шевченківський
4626,0474,Бандери (474),"вул. В. Антоновича, 7",49.834519,24.006929,Франківський
4689,0559,Автобусний завод (559),"вул. Стрийська, 104",49.807627,24.019037,Франківський
4790,0596,Окуневського (596),вул. В. Липинського 5,49.856216,24.019434,Шевченківський
4923,0377,ДБК (377),"вул. Зелена, 251",49.805938,24.062306,Сихівський
42733,0674,Фабрика Світанок (674),"вул. Промислова, 39",49.861989,24.043858,Шевченківський
4770,0184,Крупзавод (184),вул. Т. Шевченка 113,49.850967,23.991813,Залізничний
44178,0324,Шувар (324),"пр. Червоної Калини, 36 (проїзд між №36 та №40)",49.798218,24.049450,Сихівський
45029,0361,пл Франка (361),"вул. Франка, 78",49.829725,24.031260,Галицький
45021,0762,Винниця (762),"вул. Винниця, 42",49.862057,23.993744,Шевченківський
44957,0072,Академія мистецтв (72),"вул. Снопківська, 47",49.824541,24.037662,Галицький
4619,0549,Клуб Науковий (549),"вул. Наукова, 64А",49.804719,23.991845,Франківський
4954,0470,Сахарова (0470),"вул. Академіка А. Сахарова (вул. Богуна, 12)",49.831550,24.016486,Франківський
44702,0785,Вернадського (785),"пр. Червоної Калини, 106",49.782514,24.059281,Сихівський
5117,0064,Львівська політехніка (64),вул. С. Бандери 12,49.834728,24.015287,Галицький
44999,0514,Аркаса (0514),"вул. Княгині Ольги, 11",49.817861,24.003609,Франківський
4641,0633,Лікарня швидкої допомоги (633),"вул. Гетьмана Мазепи, 22",49.871743,24.039470,Шевченківський
4904,0566,Податкова (566),"вул. Стрийська (вул. Академіка Лазаренка, 2)",49.814975,24.019753,Франківський
44159,0547,Вікторія Гарденс (0547),"вул. Ряшівська (Кульпарківська, 226-А (ТРЦ ""Вікторія Гарденс""))",49.805607,23.979791,Залізничний
4612,0442,Духовна семінарія (442),"вул. Хуторівка, 35",49.800164,24.035712,Сихівський
5098,0232,Шевченківський гай (0232),вул. Кривчицька Дорога 16,49.842369,24.069377,Личаківський
4771,0142,Левандівська (0142),вул. Левандівська 10,49.848406,23.993974,Залізничний
4982,0036,Саксаганського (36),"вул. І. Франка (вул. П. Саксаганського, 13)",49.834104,24.034224,Галицький
4899,0030,Шухевича (30),"вул. І. Франка, 8",49.836654,24.034894,Галицький
44938,0738,Скейт-парк (738),"вул. Б. Хмельницького, 257",49.869349,24.056746,Личаківський
5170,1025,"Винники, Госпіталь (1025)","вул. Івасюка, (навпроти 31)",49.826378,24.135775,Личаківський
42765,0074,Соборна (74),"пл. Соборна, 10",49.838124,24.034926,Галицький
4907,0567,Академія сухопутних військ (567),"вул. Стрийська (вул. Героїв Майдану, 32)",49.824120,24.020624,Франківський
4599,0451,Дитяча поліклініка (451),"просп. Червоної Калини, 46",49.797150,24.051470,Сихівський
4793,0627,Панча (627),"вул. Варшавська (вул. П. Панча, 26)",49.862171,24.007643,Шевченківський
4900,,Пирогівка2,вул. Пирогівка,49.807165,24.075159,Сихівський
5173,,Білогорща  (0090-01),вул. Білогорща 71,49.845850,23.929483,Залізничний
4595,0445,Стрийська-Наукова (445),"вул. Хуторівка (вул. Стрийська, 47)",49.801729,24.018736,Сихівський
4876,0057,Підвальна (57),вул. Підвальна 2,49.842525,24.035160,Галицький
4988,0266,Кордуби (0266),"вул. М. Кордуби, 2",49.850893,24.044572,Галицький
5035,0171,Садова (0171),вул. С. Петлюри 17,49.822107,23.979332,Залізничний
5071,1013,"Винники, Шептицьких (1013)",вул. Забава 8А,49.802325,24.135689,Личаківський
43634,0073,Академія мистецтв (73),вул. Снопківська (навпроти № 47),49.824759,24.036965,Галицький
5077,0669,Під Голоском (669),вул. Під Голоском (навпроти № 25),49.870914,24.005259,Шевченківський
5095,0660,Миколайчука (0660),вул. І. Миколайчука,49.865712,24.044266,Шевченківський
45020,0628,Татарбунарська (628),"вул. о. Омеляна Ковча (навпроти Т. Шевченка, 154)",49.854078,23.986534,Шевченківський
4651,1069,"Брюховичі, джерело (1069)","вул. Львівська, перехрестя з вул. Ясна",49.901459,23.960063,Шевченківський
4853,0065,Львівська політехніка (65),вул. С. Бандери 15,49.834613,24.016140,Галицький
4670,0006,Куліша (6),"пр. В. Чорновола (вул. П.Куліша, 44)",49.849729,24.024661,Галицький
5182,0759,Дністерська (759),"вул. Дністерська, 1",49.818116,24.057961,Сихівський
4749,0761,Винниця (761),"вул. Винниця, 60",49.861863,23.991930,Шевченківський
5065,0254,Ялівець (254),"вул. Личаківська, 162",49.835685,24.075599,Личаківський
5024,0099,Вільхова (99),вул. Городоцька 222,49.828680,23.957083,Залізничний
4936,0202,Старознесенська (202),"вул. Богданівська (вул. Старознесенська, 192)",49.848987,24.083217,Личаківський
4778,0603,Бетховена (0603),вул. В. Липинського (навпроти № 36),49.863440,24.032636,Шевченківський
4763,0699,Рясне-1 (699),вул. Т. Шевченка (навпроти № 358А),49.868350,23.950866,Шевченківський
4702,0535,Кульпарківська (535),"вул. Любінська, 4",49.834052,23.990766,Франківський
4971,0209,Провесінь (0209),вул. Глинянський Тракт 165,49.842314,24.103631,Личаківський
5074,0743,Річка Зубра (743),"вул. Гната Хоткевича, 62",49.796573,24.039197,Сихівський
42744,0671,Промислова (671),"вул. Промислова, 6",49.854798,24.040908,Шевченківський
44956,0357,Стадіон Україна (357),"вул. В. Стуса, 49",49.818322,24.043842,Галицький
5118,0079,Кропивницького (79),"вул. Шептицьких, 45",49.836446,24.005631,Франківський
4807,0380,Сихівська (380),"вул. Зелена, 278",49.797039,24.071817,Сихівський
4653,1064,"Брюховичі, Пляжна (1064)",вул. Курортна (перехрестя з вул. Пляжна),49.905788,23.957352,Шевченківський
4974,0010,пл. Галицька (10),"пл. Галицька, 14",49.839261,24.032807,Галицький
5110,0592,Назарука (0592),вул. Б. Хмельницького 267,49.871019,24.058034,Личаківський
44808,0246,Мечнікова (246),"вул. Личаківська, 74",49.838735,24.054002,Личаківський
4800,0403,Податкова (0403),вул. І. Чмоли 1,49.814562,24.021947,Сихівський
4740,0564,Сокільницька (564),"вул. Стрийська, 338",49.783131,24.013849,Франківський
42772,0027,Сахарова (27),"вул. І. Нечуя-Левицького, 8",49.832645,24.017127,Галицький
5039,0172,Петлюри (0172),вул. С. Петлюри 30,49.819815,23.980696,Залізничний
5149,0298,Рубчака (298),"вул. І. Рубчака, 18",49.806189,24.011476,Франківський
4801,0419,Католицький університет (0419),вул. П. Мирного 4,49.816562,24.026917,Сихівський
5020,0101,Вівсяна (101),вул. Городоцька 273,49.829875,23.964620,Залізничний
4781,0659,Лікарня швидкої допомоги (659),"вул. І. Миколайчука, 12",49.875119,24.041358,Шевченківський
5091,0277,Ніщинського (0277),вул. П. Ніщинського 28,49.839349,24.066673,Личаківський
42778,0465,Мельника (0465),"вул. Мельника, 21",49.829983,24.005191,Франківський
5084,0389,Станція Сихів (0389),"вул. Зелена, 405",49.787928,24.075178,Сихівський
5094,0639,Грінченка (639),"вул. Б. Грінченка, 13",49.872917,24.050041,Шевченківський
44238,0070,Собор Святого Юра (70),пл. Святого Юра,49.836931,24.013005,Галицький
4766,0688,Біберовича (688),вул. Т. Шевченка 241,49.862935,23.963193,Шевченківський
5145,,Рясне-2 (655-01),"вул. І. Величковського, 2",49.875731,23.938213,Шевченківський
4845,0120,Залізнична РА (120),"вул. Є. Патона, 7",49.822632,23.965602,Залізничний
4618,0545,Центр зайнятості (545),вул. Наукова 62,49.804425,23.994881,Франківський
5058,1014,Винники. Франка (1014),вул. І. Франка 81,49.808797,24.138154,Личаківський
42787,0519,Аквапарк (519),"вул. Княгині Ольги, 69",49.807142,23.999028,Франківський
4966,1072,"Брюховичі, Івасюка (1072)","вул. Незалежності України (вул. В. Івасюка, 1)",49.901789,23.941604,Шевченківський
5156,0237,Кукурудзяна (0237),вул. Кукурудзяна (перехрестя з вул. Ковельською),49.862496,24.060659,Личаківський
5036,0049,Бандери (49),"вул. Митрополита Антонія Ангеловича,38",49.835616,24.005819,Франківський
44243,0763,Розточчя (0763),"вул В. Щурата (вул. Розточчя, 168)",49.877188,24.043126,Шевченківський
4942,0289,Польова (0289),вул. Польова 42,49.856970,24.063558,Личаківський
45017,0280,Майорівка (280),"вул. Пасічна, 59",49.826232,24.072917,Личаківський
4809,0400,Кос-Анатольського (400),вул. І. Кавалерідзе 16,49.790865,24.067698,Сихівський
42729,0505,Сахарова (505),"вул. І. Нечуя-Левицького ( Сахарова, 2)",49.832422,24.017771,Галицький
4655,1051,"Брюховичі, Івасюка (1051)",вул. В. Івасюка 4,49.902001,23.940207,Шевченківський
4564,0575,Чигиринська (575),"вул. Б. Грінченка, 2А",49.870597,24.055590,Шевченківський
4983,0031,пл. Франка (31),"вул. І. Франка, 66",49.830573,24.032114,Галицький
5062,0259,Дріжджова (259),"вул. Личаківська, 281",49.834173,24.087739,Личаківський
5133,0151,Кричевського (151),вул. Любінська 160,49.818925,23.963541,Залізничний
45348,0745,Приміський вокзал (745),"вул. Городоцька, 153",49.836323,23.999913,Залізничний
4832,0119,Патона (119),"вул. Є. Патона, 2",49.823193,23.960516,Залізничний
4721,0125,Поліклініка №5 (125),"вул. Виговського, 17",49.826297,23.967919,Залізничний
44099,,Винники вул.Стуса (1031),"Винники вул.Стуса, 2",49.813633,24.135198,Личаківський
43638,0793,Стадіон Україна (793),"вул. Стуса, 23",49.818604,24.042791,Сихівський
45026,0706,Стрийський парк (0706),"вул. Івана Франка, 112",49.825963,24.033400,Галицький
4819,,Пирогівка1,"вул. Пасічна, 1а",49.807208,24.074779,Сихівський
4566,0634,Плугова (634),"вул. Гетьмана Мазепи, 27",49.872571,24.043770,Шевченківський
4570,0648,Замарстинів (648),"вул. Замарстинівська, 172",49.870371,24.020558,Шевченківський
4687,0483,В. Великого (483),вул. Володимира Великого 35,49.809971,24.004725,Франківський
4979,0221,Водогінна (221),"вул. Зелена, 87",49.827017,24.044872,Личаківський
4939,0230,Ковельська (230),"вул. Ковельська (вул. Пластова, 2)",49.859061,24.059070,Личаківський
45004,0523,Аркаса (0523),"вул. Княгині Ольги, 100-Л",49.817325,24.002839,Франківський
44234,0736,Коледж телекомунікацій (0736),"вул. В. Великого, 27",49.809590,24.008761,Франківський
4931,,Модем (337),"вул. Пасічна, 160",49.806883,24.064468,Сихівський
45076,,Ш. Руставелі (291-1),"Ш. Руставелі, 8",49.833410,24.035237,Личаківський
4953,,Модем (338),"вул. Пасічна, 156",49.807014,24.064436,Сихівський
44222,,Університет (78-01),"вул. Університеська, 1",49.839361,24.022722,Галицький
